2026-08-12 01:04:58.064 [info] Starting Excalidraw MCP server...
2026-09-02 14:06:19.455 [error] Uncaught exception: EPIPE: broken pipe, write
2026-09-02 14:06:19.455 [error] Uncaught exception: EPIPE: broken pipe, write
2026-09-02 14:06:19.456 [error] Uncaught exception: EPIPE: broken pipe, write
2026-09-02 14:06:19.456 [error] Uncaught exception: EPIPE: broken pipe, write
2026-09-02 14:06:19.456 [error] Uncaught exception: EPIPE: broken pipe, write
2026-09-02 14:06:19.456 [error] Uncaught exception: EPIPE: broken pipe, write
2026-09-02 14:06:19.457 [error] Uncaught exception: EPIPE: broken pipe, write
2026-09-02 14:06:19.457 [error] Uncaught exception: EPIPE: broken pipe, write
2026-09-02 14:06:19.457 [error] Uncaught exception: EPIPE: broken pipe, write
2026-09-02 14:06:19.457 [error] Uncaught exception: EPIPE: broken pipe, write
2026-09-02 14:06:19.458 [error] Uncaught exception: EPIPE: broken pipe, write
2026-09-02 14:06:19.458 [error] Uncaught exception: EPIPE: broken pipe, write
2026-09-02 14:06:19.458 [error] Uncaught exception: EPIPE: broken pipe, write
2026-09-02 14:06:19.458 [error] Uncaught exception: EPIPE: broken pipe, write
2026-09-02 14:06:19.459 [error] Uncaught exception: EPIPE: broken pipe, write
2026-09-02 14:06:19.459 [error] Uncaught exception: EPIPE: broken pipe, write
2026-09-02 14:06:19.459 [error] Uncaught exception: EPIPE: broken pipe, write
2026-09-02 14:06:19.460 [error] Uncaught exception: EPIPE: broken pipe, write
2026-09-02 14:06:19.460 [error] Uncaught exception: EPIPE: broken pipe, write
2026-09-02 14:06:19.460 [error] Uncaught exception: EPIPE: broken pipe, write
2026-09-02 14:06:19.461 [error] Uncaught exception: EPIPE: broken pipe, write
2026-09-02 14:06:19.461 [error] Uncaught exception: EPIPE: broken pipe, write
2026-09-02 14:06:19.461 [error] Uncaught exception: EPIPE: broken pipe, write
2026-09-02 14:06:19.461 [error] Uncaught exception: EPIPE: broken pipe, write
2026-09-02 14:06:19.462 [error] Uncaught exception: EPIPE: broken pipe, write
2026-09-02 14:06:19.462 [error] Uncaught exception: EPIPE: broken pipe, write
2026-09-02 14:06:19.462 [error] Uncaught exception: EPIPE: broken pipe, write
2026-09-02 14:06:19.463 [error] Uncaught exception: EPIPE: broken pipe, write
2026-09-02 14:06:19.463 [error] Uncaught exception: EPIPE: broken pipe, write
2026-09-02 14:06:19.464 [error] Uncaught exception: EPIPE: broken pipe, write
2026-09-02 14:06:19.464 [error] Uncaught exception: EPIPE: broken pipe, write
2026-09-02 14:06:19.464 [error] Uncaught exception: EPIPE: broken pipe, write
2026-09-02 14:06:19.464 [error] Uncaught exception: EPIPE: broken pipe, write
2026-09-02 14:06:19.465 [error] Uncaught exception: EPIPE: broken pipe, write
2026-09-02 14:06:19.465 [error] Uncaught exception: EPIPE: broken pipe, write
2026-09-02 14:06:19.465 [error] Uncaught exception: EPIPE: broken pipe, write
2026-09-02 14:06:19.467 [error] Uncaught exception: EPIPE: broken pipe, write
2026-09-02 14:06:19.467 [error] Uncaught exception: EPIPE: broken pipe, write
2026-09-02 14:06:19.467 [error] Uncaught exception: EPIPE: broken pipe, write
2026-09-02 14:06:19.476 [error] Uncaught exception: EPIPE: broken pipe, write
2026-09-02 14:06:19.477 [error] Uncaught exception: EPIPE: broken pipe, write
2026-09-02 14:06:19.478 [error] Uncaught exception: EPIPE: broken pipe, write
2026-09-02 14:06:19.479 [error] Uncaught exception: EPIPE: broken pipe, write
2026-09-02 14:06:19.479 [error] Uncaught exception: EPIPE: broken pipe, write
2026-09-02 14:06:19.479 [error] Uncaught exception: EPIPE: broken pipe, write
2026-09-02 14:06:19.500 [error] Uncaught exception: EPIPE: broken pipe, write
2026-09-02 14:06:19.501 [error] Uncaught exception: EPIPE: broken pipe, write
2026-09-02 14:06:19.501 [error] Uncaught exception: EPIPE: broken pipe, write
2026-09-02 14:06:19.501 [error] Uncaught exception: EPIPE: broken pipe, write
2026-09-02 14:06:19.502 [error] Uncaught exception: EPIPE: broken pipe, write
2026-09-02 14:06:19.502 [error] Uncaught exception: EPIPE: broken pipe, write
2026-09-02 14:06:19.502 [error] Uncaught exception: EPIPE: broken pipe, write
2026-09-02 14:06:19.502 [error] Uncaught exception: EPIPE: broken pipe, write
2026-09-02 14:06:19.503 [error] Uncaught exception: EPIPE: broken pipe, write
2026-09-02 14:06:19.503 [error] Uncaught exception: EPIPE: broken pipe, write
2026-09-02 14:06:19.503 [error] Uncaught exception: EPIPE: broken pipe, write
2026-09-02 14:06:19.503 [error] Uncaught exception: EPIPE: broken pipe, write
2026-09-02 14:06:19.504 [error] Uncaught exception: EPIPE: broken pipe, write
2026-09-02 14:06:19.505 [error] Uncaught exception: EPIPE: broken pipe, write
2026-09-02 14:06:19.506 [error] Uncaught exception: EPIPE: broken pipe, write
2026-09-02 14:06:19.506 [error] Uncaught exception: EPIPE: broken pipe, write
2026-09-02 14:06:19.506 [error] Uncaught exception: EPIPE: broken pipe, write
2026-09-02 14:06:19.507 [error] Uncaught exception: EPIPE: broken pipe, write
2026-09-02 14:06:19.507 [error] Uncaught exception: EPIPE: broken pipe, write
2026-09-02 14:06:19.507 [error] Uncaught exception: EPIPE: broken pipe, write
2026-09-02 14:06:19.508 [error] Uncaught exception: EPIPE: broken pipe, write
2026-09-02 14:06:19.508 [error] Uncaught exception: EPIPE: broken pipe, write
2026-09-02 14:06:19.508 [error] Uncaught exception: EPIPE: broken pipe, write
2026-09-02 14:06:19.508 [error] Uncaught exception: EPIPE: broken pipe, write
2026-09-02 14:06:19.509 [error] Uncaught exception: EPIPE: broken pipe, write
2026-09-02 14:06:19.509 [error] Uncaught exception: EPIPE: broken pipe, write
2026-09-02 14:06:19.509 [error] Uncaught exception: EPIPE: broken pipe, write
2026-09-02 14:06:19.509 [error] Uncaught exception: EPIPE: broken pipe, write
2026-09-02 14:06:19.510 [error] Uncaught exception: EPIPE: broken pipe, write
2026-09-02 14:06:19.510 [error] Uncaught exception: EPIPE: broken pipe, write
2026-09-02 14:06:19.510 [error] Uncaught exception: EPIPE: broken pipe, write
2026-09-02 14:06:19.510 [error] Uncaught exception: EPIPE: broken pipe, write
2026-09-02 14:06:19.510 [error] Uncaught exception: EPIPE: broken pipe, write
2026-09-02 14:06:19.511 [error] Uncaught exception: EPIPE: broken pipe, write
2026-09-02 14:06:19.511 [error] Uncaught exception: EPIPE: broken pipe, write
2026-09-02 14:06:19.511 [error] Uncaught exception: EPIPE: broken pipe, write
2026-09-02 14:06:19.511 [error] Uncaught exception: EPIPE: broken pipe, write
2026-09-02 14:06:19.512 [error] Uncaught exception: EPIPE: broken pipe, write
2026-09-02 14:06:19.512 [error] Uncaught exception: EPIPE: broken pipe, write
2026-09-02 14:06:19.513 [error] Uncaught exception: EPIPE: broken pipe, write
2026-09-02 14:06:19.513 [error] Uncaught exception: EPIPE: broken pipe, write
2026-09-02 14:06:19.513 [error] Uncaught exception: EPIPE: broken pipe, write
2026-09-02 14:06:19.513 [error] Uncaught exception: EPIPE: broken pipe, write
2026-09-02 14:06:19.513 [error] Uncaught exception: EPIPE: broken pipe, write
2026-09-02 14:06:19.514 [error] Uncaught exception: EPIPE: broken pipe, write
2026-09-02 14:06:19.514 [error] Uncaught exception: EPIPE: broken pipe, write
2026-09-02 14:06:19.514 [error] Uncaught exception: EPIPE: broken pipe, write
2026-09-02 14:06:19.514 [error] Uncaught exception: EPIPE: broken pipe, write
2026-09-02 14:06:19.514 [error] Uncaught exception: EPIPE: broken pipe, write
2026-09-02 14:06:19.515 [error] Uncaught exception: EPIPE: broken pipe, write
2026-09-02 14:06:19.515 [error] Uncaught exception: EPIPE: broken pipe, write
2026-09-02 14:06:19.516 [error] Uncaught exception: EPIPE: broken pipe, write
2026-09-02 14:06:19.517 [error] Uncaught exception: EPIPE: broken pipe, write
2026-09-02 14:06:19.517 [error] Uncaught exception: EPIPE: broken pipe, write
2026-09-02 14:06:19.517 [error] Uncaught exception: EPIPE: broken pipe, write
